"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Lower middle income","LMC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10128426108345","0.95528120181164","1.13971132927333","0.878307808521448","0.86199295458267","1.10758996796952","1.1804287248938","1.23861376640204","1.37427407569203","1.44263293194426","1.88353910010504","2.08080665660805","1.92254566664667","1.68003882420118","1.60319315020307","1.52273588899378","1.51781525398861","1.36906917783412","1.09607185403214","1.34197619189629","1.70816092958939","2.02290762552944","1.90984078499678","1.90190610057823","1.88325596291958","1.78132672559954","1.78826135874332","1.82765010866931","1.70806034827294","1.98992369915516","1.8738648761637","2.23194941885288","2.28125439839102","","",
"Low & middle income","LMY","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74847822292649","3.60253590715765","3.47763644170384","3.32716534353337","3.42891452866625","3.5191725566316","3.72545264408073","3.68302864583675","3.47917477815865","3.31695108066316","3.37364181802357","3.44738976695736","3.43019066037548","3.56489523297697","3.45972600622154","3.23425953647474","3.07567860791111","2.92897620003812","2.84682504097237","2.72629723371528","2.62442969172354","2.71390351904304","2.67960225937283","2.66836203119832","2.75418716879336","3.02892152051018","3.25726907843931","3.39386190246082","3.54387797144136","3.86134528669373","3.84942626339682","4.01029246548262","3.81288439554496","1.80233622026185","",
"Lesotho","LSO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Late-demographic dividend","LTE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98825721404379","4.93279408516801","4.86938495772402","4.78980757473721","4.45828329783231","4.33505034991944","4.65289102383768","4.65297246075482","4.47141088198203","4.93503503506568","5.07429275241482","5.29115227970053","5.32914643660195","5.48351813553514","5.02775984052542","4.77779399791009","4.59500559347866","4.35554507605868","4.42683804209092","4.2566474701672","4.02711178755825","3.9477104694283","3.95724980947399","3.82647682451137","3.96629069229663","4.49212867929179","4.74511364112311","4.89054350349875","5.09184759013705","5.42904555925676","5.55960090335423","5.56005399969323","5.5666851524923","2.84067862866295","",
"Lithuania","LTU","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.96479493047","57.8959915539965","78.2487838776928","86.821046668083","76.8985131224429","85.0564788833729","83.0424682828042","80.9043197416229","76.8759571209801","72.8575650118203","73.6892778993435","77.0984596593608","79.8036228203826","79.4540229885057","78.3542596243644","69.920183982684","69.3078032366608","70.2006139787249","71.1133472292101","70.6602422190389","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Luxembourg","LUX","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latvia","LVA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Macao SAR, China","MAC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Morocco","MAR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Monaco","MCO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Madagascar","MDG","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Maldives","MDV","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0799288551350879","0.10257995241356","0.138418509075688","0.109136264421578","0.105669117114882","0.0953633283578553","0.0647373925798974","0.0660045094280841","0.0464937339870833","0.0619654701688287","0.29121870888149","0.31500930226182","0.224960569842189","0.214909122563784","0.321504539097707","0.264163407144744","0.228616834478384","0.29153739426132","0.145791696986249","0.250215062613034","0.270398926652251","0.433036969656228","0.464073183528914","0.672153281751777","0.675271466883875","0.47188556453106","0.827151732072368","1.00737958104315","0.987521744863031","0.965541021824409","0.905669871140782","1.74347603374277","2.79102482166068","","",
"Mexico","MEX","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53545930920172","3.29942131790181","2.94963270712909","3.63447406632123","2.88110595319817","5.54555724869949","4.99584630701816","6.24264894652314","5.08217044058276","5.22270377525978","3.99708277622463","4.07779875507038","4.466572877954","4.44591202157338","3.86980549955174","4.30876347859376","4.21487891823538","3.92843544903137","3.64036032289447","3.9218981673408","2.13365174187133","3.33246352589109","2.85456681867154","3.96872109644329","3.20967180218577","3.72553878235349","3.30278612998606","3.36335204094247","3.84851255202803","3.2907602861991","3.37200673315354","3.55000163759197","3.13162041874239","3.24408986857062","",
"Marshall Islands","MHL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Middle income","MIC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8184924116699","3.66637005482307","3.53717108648667","3.378774663384","3.48292731474138","3.57439259399651","3.78131869976002","3.73487750233915","3.53112703539314","3.36871425754289","3.43069198801912","3.5072415238097","3.48810813715178","3.62159361156328","3.51386172744792","3.28471012682886","3.12178253538806","2.970968909866","2.8876569174905","2.76574331313712","2.66065229658647","2.74635050829213","2.70807516384088","2.69425143189613","2.78001091863952","3.05587053831654","3.28634335214728","3.4229452730153","3.57372557760791","3.89340694017826","3.88108325307288","4.04178209935847","3.83972548098339","1.80233622026185","",
"North Macedonia","MKD","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Mali","MLI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Malta","MLT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Myanmar","MMR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.131682434102604","0.164832106725578","0.227407708417993","0.182875898281261","0.176371712876516","0.159011822183301","0.107618855072238","0.109694347669653","0.078164563929806","0.103745768264716","0.486362713432435","0.525535725865884","0.374649670260921","0.359023351225548","0.531951247229643","0.441602308108064","0.38108614180745","0.491915275723068","0.247556348789882","0.426674353685292","0.461411483090915","0.749760963413877","0.828433033285676","1.19085934627531","1.21634894186638","0.865080377633414","1.50498234355908","1.81267770088144","1.78486838166275","1.71862219728063","1.43314516107816","2.16733748180934","3.11713412841912","","",
"Montenegro","MNE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Mongolia","MNG","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Northern Mariana Islands","MNP","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Mauritania","MRT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Mauritius","MUS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Malawi","MWI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Malaysia","MYS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"North America","NAC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4955549455419","19.4014814611278","19.3213073135363","18.7853481566032","19.5233086151016","19.5910747828001","19.0066329697907","17.530207726914","17.8843460667118","18.8804898864649","18.6851612881069","19.5099458644949","18.9141633188877","18.46638918529","18.9254696782365","18.3656667091852","18.6137831248369","18.6850461734282","18.6711661861034","19.1859719697069","18.6609524184246","18.3629346449839","18.2010258493728","18.643533428071","18.7609008538648","18.7354147311768","18.875798115843","18.9965622073967","18.4215986169414","18.7262248672796","18.7588898394912","18.0138324270102","17.3103276889816","17.7313135755311","",
"Namibia","NAM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"New Caledonia","NCL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Niger","NER","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Nigeria","NGA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Nicaragua","NIC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Netherlands","NLD","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.86605157847932","4.47542482254248","4.91864814838785","5.11670705944867","4.96700765021849","4.95089764284042","4.86988281844468","2.78307502051478","4.18591889370576","4.41881918819188","4.38018096417534","4.24500603226461","4.07893228868214","4.15005474188684","3.77615744857431","4.00016012649993","3.50996124776138","3.99372414776779","3.87626450461172","3.73644351795657","3.32774377462899","3.63363547818151","3.79235523180348","2.84463249040638","3.95808742429227","3.70010797274369","3.43875371229094","2.90354792731742","3.07224228223712","3.21972192936215","3.31527117571667","3.13252025865597","3.41855032408778","3.28443089095854","",
"Norway","NOR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Nepal","NPL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Nauru","NRU","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"New Zealand","NZL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"OECD members","OED","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4502112638941","23.0672243964659","23.1520657802502","23.4357421367046","23.5304722459584","23.7699477834684","23.7462060587437","23.1136170683543","23.1763301168112","23.4255874849704","22.8652767759169","23.4735930352672","22.8649685563406","22.0775652183837","22.4520487763628","22.1499417258817","22.0514624789281","20.9481005909012","20.9099888176362","21.2978852891348","20.7159479856681","18.9116249144794","17.709696025066","17.7846571241565","18.0518017124908","17.8784916980258","17.6841501476231","17.5182681854282","17.422243732241","17.7403701390546","17.055427741645","16.9335814769523","15.8366005451279","16.5332052132252","",
"Oman","OMN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Other small states","OSS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Pakistan","PAK","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.777745334855201","0.937286980231766","1.19237861094038","0.981321328436599","0.954159275511157","0.84800814649648","0.585200845665962","0.603330383718124","0.434064926331234","0.60656734569778","2.93176346232897","3.16305398315615","2.29842544647575","2.1774093777063","3.26408109402189","2.6530241698619","2.32963049698105","3.21656683496932","1.76606706252183","3.03491091372422","3.62349550771317","5.53685981701546","4.73654096228869","4.89065682770283","5.4249074662579","4.13754065661557","5.66890485408584","7.52607082733457","7.70942418560503","8.09057857174918","6.60802918675849","12.0013770225018","15.5747429093918","","",
"Panama","PAN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Peru","PER","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Philippines","PHL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Palau","PLW","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Papua New Guinea","PNG","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Poland","POL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Pre-demographic dividend","PRE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Puerto Rico (US)","PRI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Korea, Dem. People's Rep.","PRK","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Portugal","PRT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Paraguay","PRY","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"West Bank and Gaza","PSE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Pacific island small states","PSS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Post-demographic dividend","PST","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.401656159167","24.0531763170655","24.243001349826","24.6634820764944","24.844581575364","25.1501806031541","25.2862568904552","24.6531669596046","24.7266590500916","24.9255429552164","24.4310866049891","25.0831636108401","24.4382302165241","23.6809320720106","24.1328792142918","23.8466578185303","23.8053549329509","22.6934330574381","22.6563146011436","23.094368428539","22.5336085418695","20.724365015198","19.5080775788437","19.4806550153008","19.8734306375317","19.773743507638","19.5649427024791","19.5011207880401","19.3867185045904","19.7516562801209","18.9731438321125","19.0948272648139","17.7184320651131","18.2415958693108","",
"French Polynesia","PYF","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Qatar","QAT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Romania","ROU","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","2.25916870415648","9.44914957653811","9.92036787797218","10.2504436994676","10.5056417761004","10.1102736420005","10.0716138697066","8.89735219441422","9.81964282553674","9.34980559810143","8.98288594350607","12.4997973181133","17.2824681322742","20.2571793015479","19.0606602272914","18.8806917723452","19.4190871369295","19.7289770411629","17.778183811438","17.557620369253","17.3356066540712","17.8984695782008","17.5365312288057","18.9191909026869","20.4991597239604","18.9742727425593","19.7992928823971","19.3008174950847","",
"Russian Federation","RUS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9323828815176","11.2327425683159","11.8623630323764","12.4595044674452","11.1677630452305","11.5731250297956","12.8692384053977","13.0072938096129","12.732754806216","14.4020628059171","14.891782092266","15.3637897684689","15.8904278653854","16.4077591494359","15.5287514822426","15.680221931704","15.7096748925983","15.7622179127439","15.6755374724019","16.4906550535293","16.4171555735383","16.3961640744621","16.5805886429309","16.2882922352355","16.9851354106861","18.3102523174689","18.0218942173638","18.5639429473777","18.3454653558044","18.6344619489038","19.7991680027017","19.2659062838533","19.4041636443398","","",
"Rwanda","RWA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"South Asia","SAS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.03864156956478","1.68317344454972","1.94326790285394","1.45676920004534","1.40916054150886","1.83523363476046","1.99789880337513","2.08282121779869","2.30658950948697","2.37141062149967","2.87558877943965","3.20338565985015","3.06262865528047","2.6428341884641","2.38355144092417","2.31104033620488","2.31228238110925","1.95551676222794","1.65952257780078","1.92635197508188","2.538558869041","2.86665031049962","2.77081726960888","2.71741730155706","2.63778900132809","2.5942968627557","2.47995741662739","2.37920151252341","2.20350418237472","2.63540917438152","2.59666448492699","2.66067281102946","2.35949697403427","","",
"Saudi Arabia","SAU","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Sudan","SDN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Senegal","SEN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Singapore","SGP","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Solomon Islands","SLB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Sierra Leone","SLE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"El Salvador","SLV","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"San Marino","SMR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Serbia","SRB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
